STATE,ENROLL,NAME,YRDATA,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,TCURINST,TCURSSVC,TCURONON,TCAPOUT
Ohio,3482,MANSFIELD CITY SCH DIST,2016,62237.00,7431.00,34004.00,20802.00,61142.00,35756.00,17421.00,2623.00,1665.00
Ohio,736,PLYMOUTH LOCAL SCH DIST,2016,10557.00,709.00,5564.00,4284.00,9596.00,5373.00,3345.00,422.00,364.00
Ohio,1816,SHELBY CITY SCH DIST,2016,24095.00,1667.00,10972.00,11456.00,21529.00,12153.00,7031.00,1091.00,318.00
Ohio,1922,ONTARIO LOCAL SCH DIST,2016,20354.00,1040.00,5400.00,13914.00,18507.00,10421.00,5866.00,759.00,883.00
Ohio,0,MID-OHIO EDUCATIONAL SERVICE CENTER,2016,11829.00,868.00,2819.00,8142.00,10937.00,2648.00,7717.00,261.00,310.00
Ohio,1643,CLEAR FORK VALLEY LOCAL SCH DIST,2016,19466.00,1157.00,9095.00,9214.00,17763.00,10322.00,5742.00,718.00,740.00
Ohio,0,PIONEER JT VOC SCH DIST,2016,24022.00,531.00,12103.00,11388.00,18259.00,10279.00,5155.00,550.00,1545.00
Ohio,1099,CRESTVIEW LOCAL SCHOOL DIST,2016,13215.00,818.00,8007.00,4390.00,12091.00,7014.00,3816.00,451.00,669.00
Ohio,2979,CHILLICOTHE CITY SCH DIST,2016,42066.00,4520.00,18134.00,19412.00,33296.00,19061.00,9242.00,1853.00,1442.00
Ohio,1217,ADENA LOCAL SCH DIST,2016,13139.00,958.00,8311.00,3870.00,12445.00,7115.00,3983.00,481.00,199.00
Ohio,1178,HUNTINGTON LOCAL SCH DIST,2016,16955.00,1371.00,12782.00,2802.00,13952.00,8629.00,4349.00,626.00,254.00
Ohio,862,PAINT VALLEY LOCAL SCH DIST,2016,10833.00,1044.00,6976.00,2813.00,10097.00,6148.00,2882.00,339.00,610.00
Ohio,1117,SOUTHEASTERN LOCAL SCHOOL DISTRICT,2016,14096.00,924.00,9283.00,3889.00,12976.00,7172.00,3987.00,410.00,403.00
Ohio,2153,UNION SCIOTO LOCAL SCH DIST,2016,23035.00,2319.00,10986.00,9730.00,24906.00,13765.00,6182.00,1050.00,3065.00
Ohio,0,ROSS-PIKE EDUCATIONAL SERVICE CENTER,2016,8951.00,1283.00,769.00,6899.00,9226.00,4068.00,5126.00,3.00,29.00
Ohio,0,PICKAWAY-ROSS CO JVSD,2016,20074.00,1303.00,11589.00,7182.00,21631.00,12872.00,6085.00,292.00,2382.00
Ohio,1344,ZANE TRACE SCHOOL DIST,2016,14374.00,946.00,6776.00,6652.00,13272.00,8010.00,4480.00,505.00,154.00
Ohio,2275,CLYDE-GREEN SPRINGS EXMPT VILLGE SCHL DIST,2016,26903.00,1794.00,13651.00,11458.00,25879.00,14149.00,7604.00,1045.00,1167.00
Ohio,4067,FREMONT CITY SCH DIST,2016,49295.00,4152.00,19293.00,25850.00,46626.00,25319.00,14768.00,2309.00,2307.00
Ohio,967,GIBSONBURG EX VLG SCHOOL DIST,2016,11064.00,529.00,5922.00,4613.00,10881.00,6421.00,3186.00,587.00,336.00
Ohio,1025,LAKOTA LOCAL SCH DIST,2016,16109.00,1074.00,5656.00,9379.00,12735.00,6695.00,4727.00,496.00,302.00
Ohio,1053,WOODMORE LOCAL SCH DIST,2016,13113.00,682.00,5794.00,6637.00,12630.00,6252.00,3772.00,418.00,1513.00
Ohio,0,VANGUARD-SENTINEL CAREER & TECHNOLOGY CENTERS,2016,15783.00,520.00,9591.00,5672.00,13701.00,7444.00,4409.00,792.00,1055.00
Ohio,890,BLOOM-VERNON LOCAL SCH DIST,2016,12424.00,1137.00,8335.00,2952.00,10781.00,6033.00,3325.00,475.00,240.00
Ohio,665,CLAY LOCAL SCHOOL DISTRICT,2016,7942.00,564.00,3848.00,3530.00,6898.00,3746.00,2248.00,266.00,152.00
Ohio,607,GREEN LOCAL SCH DIST,2016,8187.00,675.00,4771.00,2741.00,8687.00,4582.00,2360.00,230.00,261.00
Ohio,1425,MINFORD LOCAL SCH DIST,2016,16721.00,1103.00,10924.00,4694.00,16337.00,9565.00,4875.00,524.00,194.00
Ohio,462,NEW BOSTON LOCAL SCH DIST,2016,6685.00,954.00,2955.00,2776.00,5901.00,3217.00,1876.00,318.00,127.00
Ohio,1508,NORTHWEST LOCAL SCH DIST,2016,22449.00,1926.00,16912.00,3611.00,19045.00,10149.00,6094.00,811.00,1529.00
Ohio,1840,PORTSMOUTH CITY SCH DIST,2016,29984.00,3120.00,19779.00,7085.00,27637.00,17182.00,7728.00,1471.00,242.00
Ohio,1033,VALLEY LOCAL SCH DIST,2016,14370.00,1385.00,9088.00,3897.00,11704.00,6531.00,4382.00,466.00,271.00
Ohio,1497,WASHINGTON-NILE LOCAL SCH DIST,2016,18435.00,1548.00,13353.00,3534.00,16037.00,8779.00,5998.00,768.00,192.00
Ohio,1594,WHEELERSBURG LOCAL SCH DIST,2016,15894.00,1172.00,7443.00,7279.00,15995.00,9499.00,4119.00,678.00,415.00
Ohio,0,SOUTH CENTRAL OHIO EDUCATIONAL SERVICE CENTER,2016,4929.00,389.00,541.00,3999.00,5391.00,543.00,4657.00,180.00,11.00
Ohio,0,SCIOTO CO JT VOC SCH DIST,2016,11559.00,1337.00,5715.00,4507.00,10478.00,4413.00,4072.00,1597.00,384.00
Ohio,936,SENECA EAST LOCAL SCH DIST,2016,12371.00,539.00,5061.00,6771.00,10586.00,6134.00,3025.00,374.00,345.00
Ohio,1858,FOSTORIA CITY SCH DIST,2016,25251.00,2560.00,14855.00,7836.00,21292.00,11714.00,7064.00,1273.00,479.00
Ohio,880,HOPEWELL LOUDON LOCAL SCH DIST,2016,9946.00,376.00,3356.00,6214.00,8661.00,5317.00,2317.00,328.00,318.00
Ohio,400,NEW RIEGEL LOCAL SCH DIST,2016,5107.00,209.00,2680.00,2218.00,4458.00,2462.00,1700.00,161.00,116.00
Ohio,606,OLD FORT LOCAL SCH DIST,2016,8166.00,536.00,3255.00,4375.00,7223.00,4038.00,2557.00,240.00,235.00
Ohio,2708,TIFFIN CITY SCH DIST,2016,30137.00,1765.00,13930.00,14442.00,26667.00,15381.00,7442.00,1045.00,1097.00
Ohio,0,NORTH CENTRAL OH EDUCATIONAL SERVICE CENTER,2016,19280.00,1298.00,1322.00,16660.00,19759.00,5663.00,13582.00,339.00,66.00
Ohio,1230,ANNA LOCAL SCH DIST,2016,14623.00,373.00,6725.00,7525.00,12018.00,7528.00,3525.00,451.00,332.00
Ohio,670,BOTKINS LOCAL SCH DIST,2016,7959.00,341.00,2665.00,4953.00,9285.00,3917.00,2181.00,252.00,2636.00
Ohio,663,FAIRLAWN LOCAL SCH DIST,2016,7506.00,424.00,2607.00,4475.00,8016.00,3014.00,2594.00,266.00,1959.00
Ohio,794,FORT LORAMIE LOCAL SCHOOL DIST,2016,11031.00,321.00,4870.00,5840.00,9099.00,4901.00,2546.00,295.00,1017.00
Ohio,830,HARDIN HOUSTON LOCAL SCH DIST,2016,11385.00,455.00,5674.00,5256.00,8871.00,4414.00,3160.00,237.00,389.00
Ohio,531,JACKSON CENTER LOCAL SCH DIST,2016,11507.00,366.00,6509.00,4632.00,6577.00,3207.00,1541.00,250.00,1053.00
Ohio,459,RUSSIA LOCAL SCH DIST,2016,5427.00,172.00,2638.00,2617.00,4534.00,2732.00,1161.00,173.00,54.00
Ohio,3311,SIDNEY CTY SCH DIST,2016,41123.00,3098.00,21853.00,16172.00,42962.00,20025.00,10278.00,1758.00,9553.00
Ohio,3062,ALLIANCE CITY SCH DIST,2016,39750.00,4680.00,24438.00,10632.00,35309.00,19952.00,11158.00,2298.00,1548.00
Ohio,9049,CANTON CITY SCH DIST,2016,142997.00,16204.00,91680.00,35113.00,130072.00,72293.00,44193.00,8317.00,3150.00
Ohio,2088,CANTON LOCAL SCH DIST,2016,30652.00,2422.00,13009.00,15221.00,40296.00,14858.00,8464.00,1004.00,14107.00
Ohio,5977,JACKSON LOCAL SCH DIST,2016,65825.00,2271.00,13693.00,49861.00,58168.00,31671.00,18691.00,1908.00,1495.00
Ohio,3475,LAKE LOCAL SCH DIST,2016,46086.00,1328.00,25739.00,19019.00,38427.00,19928.00,10721.00,1414.00,2757.00
Ohio,2902,LOUISVILLE CITY SCHOOL DISTRICT,2016,32362.00,1735.00,16197.00,14430.00,30067.00,17151.00,9190.00,1676.00,667.00
Ohio,4009,MASSILLON CITY SCH DIST,2016,55050.00,4384.00,29282.00,21384.00,47512.00,26499.00,16393.00,2067.00,1449.00
Ohio,1836,MINERVA LOCAL SCH DIST,2016,22478.00,1815.00,12135.00,8528.00,19402.00,11185.00,5519.00,749.00,738.00
Ohio,4440,NORTH CANTON CITY SCHOOL DISTRICT,2016,50816.00,2064.00,19662.00,29090.00,48376.00,28147.00,15829.00,1889.00,1983.00
Ohio,1851,NORTHWEST LOCAL SCH DIST,2016,22688.00,946.00,9606.00,12136.00,20726.00,11968.00,6459.00,673.00,797.00
Ohio,848,OSNABURG LOCAL SCH DIST,2016,10062.00,459.00,5808.00,3795.00,9273.00,5042.00,2770.00,375.00,192.00
Ohio,4863,PERRY LOCAL SCH DIST,2016,49866.00,3716.00,22177.00,23973.00,48276.00,29057.00,15149.00,2131.00,1378.00
Ohio,6077,PLAIN LOCAL SCH DIST,2016,64236.00,4646.00,25050.00,34540.00,62834.00,32850.00,18324.00,3175.00,3103.00
Ohio,1453,SANDY VALLEY LOCAL SCH DIST,2016,18392.00,1189.00,11109.00,6094.00,17831.00,9157.00,5454.00,723.00,808.00
Ohio,1400,TUSLAW LOCAL SCH DIST,2016,15173.00,630.00,6689.00,7854.00,14032.00,7762.00,4659.00,543.00,134.00
Ohio,2396,MARLINGTON LOCAL SCH DIST,2016,25586.00,1759.00,11111.00,12716.00,24579.00,13396.00,7586.00,1022.00,1676.00
Ohio,0,STARK EDUCATIONAL SERVICE CENTER,2016,33531.00,2355.00,2976.00,28200.00,25557.00,8678.00,16169.00,378.00,167.00
Ohio,1529,FAIRLESS LOCAL SCH DIST,2016,18948.00,1226.00,10020.00,7702.00,17088.00,8997.00,5523.00,711.00,540.00
Ohio,0,STARK CO JT VOC SCH DIST,2016,13199.00,318.00,9179.00,3702.00,13038.00,5073.00,3407.00,324.00,3828.00
Ohio,21261,AKRON CITY SCH DIST,2016,391014.00,34865.00,203817.00,152332.00,404314.00,208883.00,123886.00,15733.00,49169.00
Ohio,3845,BARBERTON CITY SCH DIST,2016,56253.00,4066.00,30619.00,21568.00,48027.00,26561.00,14417.00,2189.00,1754.00
Ohio,2662,REVERE LOCAL SCH DIST,2016,39365.00,803.00,6727.00,31835.00,38084.00,20506.00,13858.00,1122.00,1380.00
Ohio,2067,WOODRIDGE LOCAL SCH DIST,2016,31286.00,1474.00,5373.00,24439.00,28022.00,15935.00,8940.00,780.00,1502.00
Ohio,2951,COPLEY-FAIRLAWN CITY SCH DIST,2016,40891.00,1317.00,6975.00,32599.00,36884.00,21750.00,10642.00,1338.00,2250.00
Ohio,2093,COVENTRY LOCAL SCH DIST,2016,31373.00,1342.00,6346.00,23685.00,41191.00,14643.00,7900.00,713.00,16082.00
Ohio,4938,CUYAHOGA FALLS CITY SCH DIST,2016,54473.00,3386.00,17974.00,33113.00,55388.00,33881.00,17060.00,2634.00,328.00
Ohio,1326,MANCHESTER LOCAL SCH DIST,2016,16359.00,609.00,7039.00,8711.00,14977.00,7887.00,5457.00,419.00,336.00
Ohio,4089,GREEN LOCAL SCH DIST,2016,46825.00,1530.00,16978.00,28317.00,42849.00,25006.00,12847.00,1025.00,2989.00
Ohio,4557,HUDSON LOCAL SCH DIST,2016,72007.00,1679.00,20146.00,50182.00,66137.00,37429.00,21963.00,2929.00,3066.00
Ohio,870,MOGADORE LOCAL SCH DIST,2016,11800.00,478.00,5038.00,6284.00,10448.00,6409.00,3102.00,271.00,284.00
Ohio,3630,NORDONIA HILLS CITY SCHOOL DIST,2016,48927.00,1250.00,11303.00,36374.00,46804.00,25071.00,15434.00,1714.00,2695.00
Ohio,2524,NORTON CITY SCH DIST,2016,32735.00,1322.00,15560.00,15853.00,43845.00,15001.00,8680.00,880.00,17702.00
Ohio,2287,SPRINGFIELD LOCAL SCH DIST,2016,32613.00,1960.00,12106.00,18547.00,29221.00,16992.00,9294.00,1068.00,1546.00
Ohio,5158,STOW CITY SCH DIST,2016,60661.00,2043.00,18986.00,39632.00,63025.00,35319.00,19472.00,1489.00,5934.00
Ohio,2385,TALLMADGE CITY SCH DIST,2016,30938.00,1450.00,11593.00,17895.00,29962.00,17278.00,9105.00,823.00,944.00
Ohio,4133,TWINSBURG CITY SCH DIST,2016,50024.00,1914.00,14901.00,33209.00,48316.00,27909.00,15458.00,1080.00,2623.00
Ohio,0,SUMMIT EDUCATIONAL SERVICE CENTER,2016,15551.00,1597.00,1485.00,12469.00,15661.00,5960.00,9667.00,0.00,34.00
Ohio,0,PORTAGE LAKES JT VOC SCH DIST,2016,8112.00,133.00,3398.00,4581.00,8306.00,4096.00,2228.00,852.00,1130.00
Ohio,264,BLOOMFIELD-MESPO LOCAL SCH DIST,2016,4529.00,997.00,1731.00,1801.00,4203.00,2003.00,1556.00,120.00,511.00
Ohio,598,BRISTOL LOCAL SCH DIST,2016,8272.00,689.00,4385.00,3198.00,6800.00,4106.00,2123.00,229.00,251.00
Ohio,1004,BROOKFIELD LOCAL SCH DIST,2016,12572.00,1486.00,6024.00,5062.00,10908.00,5794.00,3664.00,448.00,181.00
Ohio,1351,CHAMPION LOCAL SCH DIST,2016,22888.00,758.00,9430.00,12700.00,14961.00,8038.00,5756.00,350.00,515.00
Ohio,1730,LAKEVIEW LOCAL SCH DIST,2016,20244.00,1062.00,8823.00,10359.00,17860.00,9736.00,6098.00,560.00,65.00
Ohio,689,MATHEWS LOCAL SCH DIST,2016,10018.00,577.00,3200.00,6241.00,8493.00,4960.00,2978.00,266.00,267.00
Ohio,1690,GIRARD CITY SCH DIST,2016,21192.00,1399.00,12399.00,7394.00,19094.00,10886.00,5604.00,864.00,312.00
Ohio,2731,HOWLAND LOCAL SCH DIST,2016,32186.00,1831.00,10629.00,19726.00,30207.00,18104.00,9755.00,1147.00,972.00
Ohio,1940,HUBBARD EX VLG SCH DIST,2016,20824.00,1289.00,10038.00,9497.00,21227.00,11826.00,6254.00,1166.00,529.00
Ohio,1184,LIBERTY LOCAL SCH DIST,2016,17509.00,1198.00,6217.00,10094.00,14871.00,9086.00,4515.00,594.00,279.00
Ohio,493,LORDSTOWN LOCAL SCH DIST,2016,8232.00,318.00,2448.00,5466.00,7133.00,4322.00,2421.00,165.00,122.00
Ohio,840,MCDONALD LOCAL SCH DIST,2016,9365.00,442.00,5607.00,3316.00,7581.00,4707.00,1796.00,108.00,575.00
Ohio,1127,NEWTON FALLS EX VLG SCH DIST,2016,12949.00,913.00,7696.00,4340.00,12800.00,7068.00,3990.00,462.00,1069.00
Ohio,2390,NILES CITY SCH DIST,2016,29886.00,2622.00,17391.00,9873.00,30957.00,17704.00,9001.00,1175.00,455.00
Ohio,492,SOUTHINGTON LOCAL SCHOOL DIST,2016,7627.00,411.00,3644.00,3572.00,6235.00,3201.00,2061.00,206.00,153.00
Ohio,4846,WARREN CITY SCHOOLS,2016,79438.00,11815.00,50798.00,16825.00,76969.00,41684.00,27271.00,4308.00,1666.00
Ohio,1220,LABRAE LOCAL SCH DIST,2016,15013.00,1219.00,8209.00,5585.00,14056.00,8799.00,3931.00,648.00,458.00
Ohio,932,WEATHERSFIELD LOCAL SCH DIST,2016,11294.00,606.00,5249.00,5439.00,10775.00,5649.00,3221.00,322.00,1231.00
Ohio,0,TRUMBALL EDUCATIONAL SERVICE CENTER,2016,18558.00,116.00,1316.00,17126.00,16188.00,7646.00,8437.00,0.00,105.00
Ohio,778,JOSEPH BADGER LOCAL SCH DIST,2016,10191.00,701.00,5228.00,4262.00,8969.00,4214.00,2992.00,491.00,477.00
Ohio,732,MAPLEWOOD LOCAL SCHOOL DISTRICT,2016,9855.00,641.00,5533.00,3681.00,9871.00,5208.00,3502.00,371.00,34.00
Ohio,0,TRUMBULL CO JT VOC SCH DIST,2016,17793.00,1301.00,8976.00,7516.00,15886.00,8473.00,5723.00,1254.00,432.00
Ohio,1170,GARAWAY LOCAL SCH DIST,2016,13319.00,1188.00,4977.00,7154.00,12346.00,7513.00,3800.00,436.00,316.00
Ohio,2766,DOVER CITY SCH DIST,2016,26717.00,2047.00,11085.00,13585.00,26317.00,17562.00,6948.00,960.00,518.00
Ohio,1808,INDIAN VALLEY LOCAL SCH DIST,2016,21473.00,1440.00,11688.00,8345.00,17976.00,10122.00,6076.00,824.00,523.00
Ohio,997,NEWCOMERSTOWN EX VILL SCHOOL DIST,2016,14247.00,1760.00,7886.00,4601.00,12206.00,6687.00,4491.00,636.00,201.00
Ohio,3054,NEW PHILADELPHIA CITY SCH DIST,2016,33546.00,2296.00,12859.00,18391.00,31380.00,19591.00,8811.00,957.00,1178.00
Ohio,577,STRASBURG FRANKLIN SCH DIST,2016,6949.00,350.00,3034.00,3565.00,6631.00,3659.00,2335.00,240.00,161.00
Ohio,1353,TUSCARAWAS VALLEY SCHOOL DIST,2016,16704.00,810.00,7052.00,8842.00,14859.00,8475.00,4458.00,456.00,1251.00
Ohio,2006,CLAYMONT CITY SCH DIST,2016,23421.00,1981.00,15904.00,5536.00,21458.00,13576.00,6638.00,867.00,297.00
Ohio,0,EAST CENTRAL OHIO EDUCATIONAL SVC CEN,2016,14082.00,1123.00,1215.00,11744.00,14103.00,5354.00,7862.00,7.00,880.00
Ohio,0,BUCKEYE JT VOC SCH DIST,2016,15954.00,769.00,7337.00,7848.00,17388.00,7453.00,4963.00,1430.00,3541.00
Ohio,5286,MARYSVILLE EX VILLAGE SCH DIST,2016,68661.00,2966.00,29148.00,36547.00,57741.00,29826.00,20111.00,1994.00,2659.00
Ohio,1047,FAIRBANKS LOCAL SCH DIST,2016,14698.00,436.00,3577.00,10685.00,12706.00,6609.00,4325.00,434.00,929.00
Ohio,1498,NORTH UNION LOCAL SCHOOL DIST,2016,18267.00,793.00,7959.00,9515.00,17245.00,9744.00,6192.00,627.00,378.00
Ohio,2010,VAN WERT CITY SCH DIST,2016,27032.00,1863.00,12890.00,12279.00,23466.00,13529.00,7407.00,977.00,519.00
Ohio,833,CRESTVIEW LOCAL SCH DIST,2016,13371.00,549.00,4949.00,7873.00,10547.00,6353.00,3295.00,359.00,289.00
Ohio,853,LINCOLNVIEW LOCAL SCHOOL DIST,2016,12762.00,638.00,4661.00,7463.00,9790.00,5691.00,2927.00,379.00,193.00
Ohio,0,VANTAGE JT VOC SCH DIST,2016,11261.00,404.00,4597.00,6260.00,8770.00,3968.00,2977.00,598.00,757.00
Ohio,2134,VINTON CO LOCAL SCH DIST,2016,27998.00,3040.00,18220.00,6738.00,26404.00,15114.00,9650.00,1166.00,187.00
Ohio,1604,CARLISLE LOCAL SCH DIST,2016,18676.00,1010.00,9303.00,8363.00,17089.00,10729.00,5272.00,640.00,273.00
Ohio,5985,SPRINGBORO COMMUNITY CITY SCH DIST,2016,57918.00,1273.00,18964.00,37681.00,54656.00,30705.00,16682.00,1300.00,2728.00
Ohio,2904,FRANKLIN CITY SCH DIST,2016,36532.00,2375.00,15929.00,18228.00,35448.00,21207.00,9605.00,1584.00,1094.00
Ohio,4283,KINGS LOCAL SCHOOL DISTRICT,2016,49194.00,1720.00,14652.00,32822.00,51042.00,28197.00,16467.00,1974.00,1340.00
Ohio,5492,LEBANON CITY SCH DIST,2016,76474.00,1978.00,40051.00,34445.00,83277.00,28171.00,17446.00,1664.00,32267.00
Ohio,4322,LITTLE MIAMI LOCAL SCH DIST,2016,54801.00,2019.00,16500.00,36282.00,44722.00,24087.00,14629.00,1476.00,1126.00
Ohio,10605,MASON CITY SCHOOL DISTRICT,2016,128271.00,2379.00,49015.00,76877.00,118837.00,71232.00,35520.00,4653.00,2965.00
Ohio,1472,WAYNE LOCAL SCH DIST,2016,17196.00,499.00,5271.00,11426.00,14737.00,9514.00,3975.00,415.00,369.00
Ohio,0,WARREN EDUCATIONAL SERVICE CENTER,2016,20986.00,734.00,1173.00,19079.00,18991.00,6691.00,12129.00,28.00,143.00
Ohio,0,WARREN CO JT VOC SCH DIST,2016,20422.00,639.00,7538.00,12245.00,17707.00,7655.00,6893.00,2054.00,1103.00
Ohio,958,BELPRE CITY SCH DIST,2016,12066.00,1449.00,6125.00,4492.00,11445.00,5839.00,4475.00,430.00,593.00
Ohio,942,FORT FRYE LOCAL SCHOOL DIST,2016,13343.00,761.00,4603.00,7979.00,11524.00,5921.00,3836.00,583.00,738.00
Ohio,2604,MARIETTA CITY SCH DIST,2016,30627.00,3297.00,11461.00,15869.00,28869.00,15695.00,10566.00,1403.00,656.00
Ohio,638,FRONTIER LOCAL SCH DIST,2016,8898.00,696.00,5879.00,2323.00,7958.00,3869.00,3208.00,282.00,188.00
Ohio,2091,WARREN LOCAL SCH DIST,2016,23499.00,1325.00,13626.00,8548.00,27117.00,12893.00,7069.00,648.00,6134.00
Ohio,595,WOLF CREEK LOCAL SCH DIST,2016,8591.00,357.00,2080.00,6154.00,8482.00,4796.00,2629.00,233.00,215.00
Ohio,0,WASHINGTON CO JT VOC SCH DIST,2016,9422.00,914.00,4314.00,4194.00,8758.00,3023.00,2343.00,2953.00,407.00
Ohio,1360,CHIPPEWA LOCAL SCH DIST,2016,15518.00,1220.00,5989.00,8309.00,13640.00,7880.00,4334.00,582.00,31.00
Ohio,873,DALTON LOCAL SCH DIST,2016,10840.00,578.00,3937.00,6325.00,10941.00,5683.00,3281.00,457.00,677.00
Ohio,1079,GREEN LOCAL SCH DIST,2016,12699.00,653.00,5670.00,6376.00,13443.00,7125.00,3646.00,231.00,1569.00
Ohio,1457,NORWAYNE LOCAL SCHOOL DISTRICT,2016,15101.00,669.00,7211.00,7221.00,13650.00,8256.00,3760.00,484.00,548.00
Ohio,1357,NORTHWESTERN LOCAL SCH DIST,2016,16502.00,724.00,7721.00,8057.00,16064.00,9470.00,5058.00,570.00,510.00
Ohio,1544,ORRVILLE CTY SCH DIST,2016,21269.00,1500.00,8215.00,11554.00,18764.00,10559.00,5399.00,720.00,1179.00
Ohio,1047,RITTMAN EX VLG SCH DIST,2016,12740.00,807.00,7275.00,4658.00,11432.00,6331.00,3526.00,534.00,425.00
Ohio,1408,SOUTHEAST LOCAL SCH DIST,2016,19020.00,2015.00,6157.00,10848.00,17600.00,10529.00,5344.00,756.00,810.00
Ohio,3601,WOOSTER CTY SCH DIST,2016,54283.00,3180.00,17892.00,33211.00,45258.00,24581.00,13343.00,2376.00,4009.00
Ohio,0,TRI-COUNTY EDUCATIONAL SERVICE CENTER,2016,2575.00,211.00,846.00,1518.00,2890.00,653.00,2104.00,7.00,126.00
Ohio,1635,TRIWAY LOCAL SCH DIST,2016,20150.00,1142.00,8211.00,10797.00,19064.00,11773.00,5801.00,789.00,588.00
Ohio,0,WAYNE CO JVSD,2016,16854.00,1160.00,7357.00,8337.00,16036.00,6884.00,4931.00,1918.00,2291.00
Ohio,1977,BRYAN CITY SCH DIST,2016,34855.00,1389.00,18423.00,15043.00,44009.00,14064.00,6079.00,840.00,21606.00
Ohio,499,EDON NORTHWEST LOCAL SCH DIST,2016,7149.00,536.00,3914.00,2699.00,7102.00,3988.00,2209.00,223.00,136.00
Ohio,615,EDGERTON LOCAL SCH DIST,2016,8617.00,432.00,4327.00,3858.00,7143.00,3678.00,2418.00,333.00,220.00
Ohio,557,MILLCREEK WEST UNITY SCH DIST,2016,8678.00,415.00,4412.00,3851.00,6936.00,3744.00,2278.00,246.00,155.00
Ohio,954,MONTPELIER EX VLG SCH DIST,2016,13267.00,853.00,7864.00,4550.00,10459.00,5691.00,3576.00,474.00,543.00
Ohio,356,STRYKER LOCAL SCH DIST,2016,7277.00,472.00,3205.00,3600.00,5824.00,3199.00,1457.00,187.00,303.00
Ohio,579,NORTH CENTRAL LOCAL SCHOOL DIST,2016,11513.00,394.00,7575.00,3544.00,11841.00,4160.00,2448.00,200.00,4741.00
Ohio,2912,BOWLING GREEN CITY SCH DIST,2016,37002.00,2012.00,11755.00,23235.00,32518.00,18728.00,9947.00,1702.00,566.00
Ohio,1612,LAKE LOCAL SCH DIST,2016,18924.00,843.00,7351.00,10730.00,18228.00,9185.00,5474.00,489.00,307.00
Ohio,621,NORTH BALTIMORE LOCAL SCH DIST,2016,9997.00,513.00,4463.00,5021.00,10224.00,5044.00,3282.00,310.00,1134.00
Ohio,4871,PERRYSBURG EX VLG SCH DIST,2016,59553.00,1270.00,14770.00,43513.00,63115.00,32497.00,16358.00,1849.00,9568.00
Ohio,888,NORTHWOOD LOCAL SCH DIST,2016,21816.00,628.00,13210.00,7978.00,16097.00,6829.00,3878.00,452.00,3895.00
Ohio,1552,ROSSFORD EX VLG SCH DIST,2016,25391.00,1054.00,7675.00,16662.00,22595.00,13342.00,8319.00,699.00,66.00
Ohio,1403,EASTWOOD LOCAL SCH DIST,2016,22375.00,735.00,6780.00,14860.00,20406.00,10593.00,5951.00,571.00,1603.00
Ohio,0,WOOD COUNTY EDUCATIONAL SERVICE CENTER,2016,12242.00,1629.00,488.00,10125.00,12109.00,4751.00,7303.00,22.00,17.00
Ohio,1200,ELMWOOD LOCAL SCH DIST,2016,14532.00,624.00,7277.00,6631.00,14371.00,8408.00,4441.00,601.00,652.00
Ohio,1535,OTSEGO LOCAL SCH DIST,2016,17441.00,960.00,6304.00,10177.00,16376.00,8986.00,4961.00,562.00,537.00
Ohio,0,PENTA COUNTY JT VOC SCH DIST,2016,37066.00,1063.00,18314.00,17689.00,33005.00,17227.00,10987.00,1769.00,1184.00
Ohio,815,CAREY EX VLG SCH DIST,2016,11904.00,484.00,6376.00,5044.00,29890.00,5583.00,2434.00,514.00,20591.00
Ohio,973,MOHAWK LOCAL SCH DIST,2016,12405.00,495.00,5284.00,6626.00,11115.00,5399.00,4105.00,384.00,1038.00
Ohio,1688,UPPER SANDUSKY EX VLG SCHOOL DIST,2016,19858.00,1070.00,8120.00,10668.00,18673.00,10547.00,6128.00,816.00,476.00
Oklahoma,183,CAVE SPRINGS SCH DIST 30,2016,2358.00,872.00,1267.00,219.00,2197.00,1076.00,909.00,203.00,9.00
Oklahoma,134,DAHLONEGAH SCH DIST 29,2016,1998.00,998.00,845.00,155.00,1892.00,945.00,757.00,190.00,0.00
Oklahoma,90,GREASY SCH DIST 32,2016,1285.00,472.00,689.00,124.00,1173.00,584.00,442.00,130.00,17.00
Oklahoma,681,MARYETTA SCH DIST 22,2016,6663.00,2066.00,3890.00,707.00,6666.00,3738.00,2212.00,609.00,106.00
Oklahoma,126,PEAVINE SCH DIST 19,2016,1441.00,367.00,870.00,204.00,1415.00,791.00,462.00,150.00,12.00
Oklahoma,188,ROCKY MOUNTAIN SCH DIST 24,2016,1934.00,528.00,1173.00,233.00,1969.00,1096.00,663.00,203.00,7.00
Oklahoma,1328,STILWELL SCH DIST 25,2016,13198.00,2992.00,7963.00,2243.00,13450.00,7720.00,4250.00,1102.00,180.00
Oklahoma,312,WATTS SCH DIST 4,2016,2759.00,418.00,1834.00,507.00,2620.00,1427.00,944.00,230.00,13.00
Oklahoma,1159,WESTVILLE SCH DIST 11,2016,9399.00,1415.00,6189.00,1795.00,9588.00,5519.00,3158.00,710.00,189.00
Oklahoma,352,ZION SCH DIST 28,2016,3010.00,625.00,1983.00,402.00,2939.00,1785.00,869.00,259.00,25.00
Oklahoma,172,BURLINGTON SCH DIST 1,2016,3929.00,83.00,1425.00,2421.00,3388.00,1355.00,1425.00,177.00,417.00
